sample_id,modality,rate,units,intervention,probability_drop,margin_drop,intensity_change
128763$_$12,text,0.1,2,random,0.25231830226419444,0.8931288560865649,-0.25981229543685913
128763$_$12,text,0.1,2,random,-0.07576418517943861,-0.24360782010526183,0.15056225657463074
128763$_$12,text,0.1,2,retain_top,0.16611887990526136,0.6695423846675989,-0.11709349602460861
128763$_$12,text,0.2,4,top,0.41424704415673685,1.8130175677802831,-0.5285327136516571
128763$_$12,text,0.2,4,bottom,-0.27623304941128735,-1.780626977783454,1.1814371645450592
128763$_$12,text,0.2,4,random,-0.03536397629590349,-0.22297975548532212,0.13696059584617615
128763$_$12,text,0.2,4,random,0.41670832244620293,1.439721859363551,-0.3385888636112213
128763$_$12,text,0.2,4,random,0.028917440468472888,0.05612404263552673,0.00984211266040802
128763$_$12,text,0.2,4,random,-0.1834627349160599,-0.9541453149949324,0.5265670120716095
128763$_$12,text,0.2,4,random,0.03346440037169107,0.40034695501023077,-0.1983403116464615
128763$_$12,text,0.2,4,random,0.4747747260893439,2.3548066513163004,-0.6764584481716156
128763$_$12,text,0.2,4,random,0.3336914637412797,1.2186183130557093,-0.34226521849632263
128763$_$12,text,0.2,4,random,0.3888463710083565,1.613303939426979,-0.4513982832431793
128763$_$12,text,0.2,4,random,0.23364930624899227,0.6456112459765742,-0.1956363320350647
128763$_$12,text,0.2,4,random,0.26285690913721743,0.7706030689599845,-0.2311590015888214
128763$_$12,text,0.2,4,random,0.28960929920176115,0.9677114762569439,-0.2690318822860718
128763$_$12,text,0.2,4,random,0.38752665952315507,2.0344491632681487,-0.9180338084697723
128763$_$12,text,0.2,4,random,-0.04909251884074617,-0.21747704792562406,0.1369321644306183
128763$_$12,text,0.2,4,random,-0.24366218750455038,-1.308190769415706,0.8270097076892853
128763$_$12,text,0.2,4,random,0.2137728341452484,0.7046938879584278,-0.20998340845108032
128763$_$12,text,0.2,4,random,0.09542241999601164,0.15970759598498496,-0.03382614254951477
128763$_$12,text,0.2,4,random,0.3020042721719224,1.01121784412025,-0.28589634597301483
128763$_$12,text,0.2,4,random,0.03214533313824641,0.16258001618374562,-0.018444478511810303
128763$_$12,text,0.2,4,random,0.33107319258776513,1.0948026040735552,-0.3024981915950775
128763$_$12,text,0.2,4,random,-0.21364277536955545,-1.25417468135208,0.7129833996295929
128763$_$12,text,0.2,4,retain_top,0.3113837895850612,1.1404507731777758,-0.27989715337753296
128763$_$12,text,0.3,6,top,0.4730921127507186,2.3308037043916157,-0.6623068749904633
128763$_$12,text,0.3,6,bottom,-0.24965115793679915,-1.4887068111860868,0.9420371353626251
128763$_$12,text,0.3,6,random,0.42094790933953674,1.5298185025853068,-0.3667226731777191
128763$_$12,text,0.3,6,random,0.3022141090585846,0.8755210470041941,-0.23261235654354095
128763$_$12,text,0.3,6,random,0.3978244402123385,1.4214751800368748,-0.3503030240535736
128763$_$12,text,0.3,6,random,-0.10669812766990094,-0.6068208409300264,0.33292344212532043
128763$_$12,text,0.3,6,random,0.19862155387383257,0.5408609166856965,-0.1430840641260147
128763$_$12,text,0.3,6,random,-0.15634276156756455,-0.847373048818693,0.46056827902793884
128763$_$12,text,0.3,6,random,0.3439401453746735,1.1766007368745406,-0.31349319219589233
128763$_$12,text,0.3,6,random,0.33054568657929945,1.2523415974329486,-0.36546364426612854
